name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.7429964,0.0281,16.421,1051.973,0,,,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.74299673,0.0281,16.432,1048.839,0.024,0.9,0.97,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.7429935,0.02798,16.432,1102.82,0.0143,0.91,0.96,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.7429975,,15.85,1052.0173,0,0.9,0.97,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.74299673,,,,,0.94,0.97,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.7429935,0.02854,16.477,1150.5446,,0.91,1.02,213.283
CoRoT-2 b,2,1,Transit,2008,Published Confirmed,1.7429935,0.02835,16.365,1134.6531,,0.9,1,213.283
CoRoT-20 b,1,2,Transit,2011,Published Confirmed,9.24285,0.0901,9.416,1344.4209,0.575,1.02,1.14,844.061
CoRoT-20 b,1,2,Transit,2011,Published Confirmed,9.24285,0.09,,1366.669,0.59,,1.14,844.061
CoRoT-20 b,1,2,Transit,2011,TESS Project Candidate,9.24323029,,15.397,,,1.3,,844.061
CoRoT-20 b,1,2,Transit,2011,Published Confirmed,9.24318,0.0891,11.209,1315.8162,,1.16,1.1,844.061
CoRoT-20 b,1,2,Transit,2011,Published Confirmed,9.24285,0.0902,9.42,1347.54,0.562,1.02,1.14,844.061
CoRoT-20 b,1,2,Transit,2011,Published Confirmed,9.24285,0.0892,13.002,1608.2198,,1.34,1.11,844.061
CoRoT-20 c,1,2,Radial Velocity,2018,Published Confirmed,1675,2.9,,,0.6,,1.14,844.061
CoRoT-21 b,1,1,Transit,2012,Published Confirmed,2.72474,0.0417,14.572,718.2958,0,1.95,1.29,
CoRoT-21 b,1,1,Transit,2012,Published Confirmed,2.72474,0.0416,14.572,705.5826,0.39,1.95,1.29,
CoRoT-22 b,1,1,Transit,2014,Published Confirmed,9.75598,0.092,4.88,12.2,0.077,1.14,1.1,627.158
CoRoT-23 b,1,1,Transit,2011,Published Confirmed,3.6313,0.048,11.77,889.9,0.16,1.61,1.14,1060.97
CoRoT-23 b,1,1,Transit,2011,Published Confirmed,3.6313,0.04809,13.227,972.5598,,1.74,1.12,1060.97
CoRoT-23 b,1,1,Transit,2011,Published Confirmed,3.6313,0.0484,11.769,982.0947,0.16,1.61,1.14,1060.97
CoRoT-24 b,1,2,Transit,2014,Published Confirmed,5.1134,0.056,3.7,5.7,0,0.86,0.91,591.555
CoRoT-24 c,1,2,Transit,2014,Published Confirmed,11.759,0.098,5,28,0,0.86,0.91,591.555
CoRoT-25 b,1,1,Transit,2013,Published Confirmed,4.86069,0.05789,12.106,93.12419,0.22,1.19,1.09,1103.48
CoRoT-25 b,1,1,Transit,2013,Published Confirmed,4.86069,0.0578,12.11,85.81,0,1.19,1.09,1103.48
CoRoT-26 b,1,1,Transit,2013,Published Confirmed,4.20474,0.0525,14.123,184.3414,0.41,1.79,1.09,1045.18
CoRoT-26 b,1,1,Transit,2013,Published Confirmed,4.20474,0.0526,14.12,165.26,0,1.79,1.09,1045.18
CoRoT-27 b,1,1,Transit,2014,Published Confirmed,3.57532,0.0476,11.287,3302.11,0.065,1.08,1.05,1010.28
CoRoT-27 b,1,1,Transit,2014,Published Confirmed,3.57532,0.0467,11.287,3273.649,0.034,1.08,1.05,1010.28
CoRoT-28 b,1,1,Transit,2015,Published Confirmed,5.20851,0.059,10.705,152.87623,0.071,1.78,1.01,766.183
CoRoT-28 b,1,1,Transit,2015,Published Confirmed,5.20851,0.0603,10.705,153.82972,0.047,1.78,1.01,766.183
CoRoT-29 b,1,1,Transit,2015,Published Confirmed,2.85057,0.0386,10.088,270.1555,0.082,0.9,0.97,806.507
CoRoT-29 b,1,1,Transit,2015,Published Confirmed,2.8505615,,,,,1.08,0.9,806.507
CoRoT-29 b,1,1,Transit,2015,Published Confirmed,2.85057,0.039,10.088,266.9772,0.12,0.9,0.97,806.507
CoRoT-3 b,1,1,Transit,2008,Published Confirmed,4.2568,,11.32,6883.91,0,1.56,1.37,768.771
CoRoT-3 b,1,1,Transit,2008,Published Confirmed,4.2567994,0.05783,11.624,6979.5468,,1.57,1.4,768.771
CoRoT-3 b,1,1,Transit,2008,Published Confirmed,,,,,,1.44,1.41,768.771
CoRoT-3 b,1,1,Transit,2008,Published Confirmed,4.2567994,0.05694,11.135,6747.5309,0.008,1.54,1.36,768.771
CoRoT-3 b,1,1,Transit,2008,Published Confirmed,4.2567994,0.0574,11.321,6814.2752,0.016,1.56,1.37,768.771
CoRoT-30 b,1,1,Transit,2020,Published Confirmed,9.06005,0.0844,11.31,921.707,0.007,0.91,0.98,1032.23
CoRoT-31 b,1,1,Transit,2020,Published Confirmed,4.62941,0.0586,16.365,266.9772,0.02,2.15,1.25,2005.76
CoRoT-35 b,1,1,Transit,2022,Published Confirmed,3.22748,0.0429,18.831,349.61125,0,1.65,1.01,1123.21
CoRoT-36 b,1,1,Transit,2022,Published Confirmed,5.616531,0.066,15.805,216.12332,0,1.52,1.32,925.958
CoRoT-4 b,1,1,Transit,2008,TESS Project Candidate,9.20164964,,13.437,,,1.12,,726.412
CoRoT-4 b,1,1,Transit,2008,Published Confirmed,9.20205,0.09,13.34,228.83,0,1.17,1.16,726.412
CoRoT-4 b,1,1,Transit,2008,Published Confirmed,9.20205,0.0912,13.002,232.33373,,1.15,1.19,726.412
CoRoT-4 b,1,1,Transit,2008,Published Confirmed,9.20205,0.09025,13.339,223.43449,0.14,1.17,1.16,726.412
CoRoT-5 b,1,1,Transit,2009,Published Confirmed,4.0378962,0.04947,15.558,148.42,0.09,1.19,1,882.472
CoRoT-5 b,1,1,Transit,2009,TESS Project Candidate,4.03790124,,18.383,,,1.27,,882.472
CoRoT-5 b,1,1,Transit,2009,Published Confirmed,4.0378962,0.05004,13.249,149.3801,,1.05,1.02,882.472
CoRoT-5 b,1,1,Transit,2009,Published Confirmed,4.0378962,0.04963,15.558,151.92274,0.087,1.19,1,882.472
CoRoT-5 b,1,1,Transit,2009,Published Confirmed,4.0379156,0.0495,14.079,145.88397,,1.11,0.99,882.472
CoRoT-6 b,1,1,Transit,2009,Published Confirmed,8.886593,0.0854,13.07,937.5985,0.18,1.02,1.05,645.294
CoRoT-6 b,1,1,Transit,2009,Published Confirmed,8.886593,0.0855,13.068,940.74,0.1,1.02,1.05,645.294
CoRoT-6 b,1,1,Transit,2009,Published Confirmed,8.886593,0.0855,13.283,940.7768,,1.04,1.05,645.294
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.8535,,1.528,6.056,,,0.92,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.854,,1.58,4.6,,0.84,0.88,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.85359163,,1.681,4.07661,0,0.83,0.82,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.853585,0.0169,1.861,6.99226,,0.96,0.88,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.85359159,0.017016,1.585,5.74,0,0.82,0.91,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.853585,0.017,,4.8,0,0.86,0.9,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.85359165,0.017,,4.73,0.12,0.86,0.9,159.906
CoRoT-7 b,1,3,Transit,2009,Published Confirmed,0.853585,0.0172,1.68,21,,0.87,0.93,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,Published Confirmed,3.7,0.045,,13.56,0.12,0.86,0.9,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,Published Confirmed,3.697,,,13.289,,,0.92,159.906
CoRoT-7 c,1,3,Radial Velocity,2009,Published Confirmed,3.698,0.046,,8.4,0,0.86,0.9,159.906
CoRoT-7 d,1,3,Radial Velocity,2022,Published Confirmed,8.966,,,17.142,,,0.92,159.906
CoRoT-8 b,1,1,Transit,2010,Published Confirmed,6.21229,0.063,6.39,69.92,0,0.77,0.88,322.037
CoRoT-8 b,1,1,Transit,2010,Published Confirmed,6.212381,0.06339,6.389,69.28694,0.19,0.77,0.88,322.037
CoRoT-8 b,1,1,Transit,2010,Published Confirmed,6.21229,0.0633,7.981,68.65128,,0.9,0.88,322.037
CoRoT-8 b,1,1,Transit,2010,Published Confirmed,6.212445,0.0636,6.938,69.28694,,0.8,0.89,322.037
CoRoT-9 b,2,1,Transit,2009,Published Confirmed,95.272656,0.4029,11.949,268.88418,0.134,0.96,0.96,412.98
CoRoT-9 b,2,1,Transit,2009,Published Confirmed,95.2738,0.407,11.77,266.97,0.11,0.94,0.99,412.98
CoRoT-9 b,2,1,Transit,2009,Published Confirmed,95.2738,0.4027,11.624,262.52758,,0.94,0.96,412.98
CoRoT-9 b,2,1,Transit,2009,Published Confirmed,95.272656,0.4021,11.949,266.9772,0.133,0.96,0.96,412.98
CoRoTID 223977153 b,1,1,Transit,2017,Published Confirmed,6.71837,0.071,6.389,47.6745,,0.79,1.08,576.683
CoRoTID 223977153 b,1,1,Transit,2017,Published Confirmed,6.7183678,,,,,0.79,1.08,576.683
DE CVn b,2,1,Eclipse Timing Variations,2018,Published Confirmed,4098.1,5.75,,,0,,0.51,30.5225
DENIS-P J082303.1-491201 b,1,1,Astrometry,2013,Published Confirmed,246.36,0.36,,9057.77,0.345,,0.07,
DH Tau b,1,1,Imaging,2004,Published Confirmed,,330,,3496,,0.27,0.33,134.846
DH Tau b,1,1,Imaging,2004,Published Confirmed,,,30.264,3496.13,,1.37,0.68,134.846
DMPP-1 b,1,4,Radial Velocity,2019,Published Confirmed,18.57,0.1462,,,0.083,1.26,1.21,62.5388
DMPP-1 c,1,4,Radial Velocity,2019,Published Confirmed,6.584,0.0733,,,0.057,1.26,1.21,62.5388
DMPP-1 d,1,4,Radial Velocity,2019,Published Confirmed,2.882,0.0422,,,0.07,1.26,1.21,62.5388
DMPP-1 e,1,4,Radial Velocity,2019,Published Confirmed,5.516,0.0651,,,0.07,1.26,1.21,62.5388
DMPP-2 b,1,1,Radial Velocity,2019,Published Confirmed,5.2072,0.0664,,,0.078,1.78,1.44,137.94
DMPP-3 A b,2,1,Radial Velocity,2019,Published Confirmed,6.6732,0.0662,,,0.14,0.91,0.87,45.23
DMPP-3 A b,2,1,Radial Velocity,2019,Published Confirmed,6.6736,0.0662,,,0,,,45.23
DP Leo b,2,1,Eclipse Timing Variations,2009,Published Confirmed,8693,8.6,,1995.88832,,,,305.684
DP Leo b,2,1,Eclipse Timing Variations,2009,Published Confirmed,10220,8.19,,,0.39,,0.69,305.684
DS Tuc A b,2,1,Transit,2019,Published Confirmed,8.138268,,5.7,,0,0.96,1.01,44.0622
DS Tuc A b,2,1,Transit,2019,Published Confirmed,8.1387,,5.63,413.179,,0.87,0.96,44.0622
DS Tuc A b,2,1,Transit,2019,TESS Project Candidate,8.13822434,,6.496,,,0.95,,44.0622
EPIC 201170410.02,1,1,Transit,2020,Published Confirmed,6.7987,0.0349,1.047,,0,0.28,0.29,
EPIC 201238110 b,1,1,Transit,2019,Published Confirmed,28.1656,,1.87,,,,0.41,159.259
EPIC 201238110 b,1,1,Transit,2019,Published Candidate,28.1696,,2.2,,,0.37,,159.259
EPIC 201427007 b,1,1,Transit,2021,Published Confirmed,0.72091,,1.5,,,0.94,,706.391
EPIC 201497682 b,1,1,Transit,2019,Published Confirmed,2.13174,,0.692,,,,0.78,253.026
EPIC 201595106 b,1,1,Transit,2021,Published Confirmed,0.877214,,1.3,,,0.93,,232.1
EPIC 201595106 b,1,1,Transit,2021,Published Candidate,0.877183,,1.406,,,0.93,,232.1
EPIC 201595106 b,1,1,Transit,2021,Published Candidate,0.87703,,1.2,,,0.99,1.02,232.1
EPIC 201615463 c,1,2,Transit,2019,Published Confirmed,3.80464,,1.22,,,,1.07,476.882
EPIC 201754305 d,1,3,Transit,2019,Published Confirmed,2.71578,,1.03,,,,0.67,334.967
EPIC 201757695.02,1,1,Transit,2020,Published Confirmed,2.0478,0.0296,0.908,,0,0.66,0.73,
EPIC 201833600 c,1,2,Transit,2019,Published Confirmed,3.96151,,1,,,,0.61,257.443
EPIC 201833600 c,1,2,Transit,2019,Published Candidate,3.96165,,1.48,,,0.63,,257.443
EPIC 201841433 b,1,1,Transit,2019,Published Candidate,4.16888,,1.41,,,0.63,,436.488
EPIC 201841433 b,1,1,Transit,2019,Published Confirmed,4.1698,0.035,1.04,,,0.63,0.8,436.488
EPIC 201841433 b,1,1,Transit,2019,Published Confirmed,4.16959,,1.1,,,,0.8,436.488
EPIC 205950854 c,1,2,Transit,2019,Published Confirmed,8.050722,,1.31,,,0.83,0.88,243.935
EPIC 205950854 c,1,2,Transit,2019,Published Candidate,8.0516,,1.62,,,0.9,,243.935
EPIC 205950854 c,1,2,Transit,2019,Published Confirmed,8.0468,,1.18,,,,0.91,243.935
EPIC 206024342 b,1,3,Transit,2019,Published Confirmed,4.50756,,1.7,,,,0.93,369.888
EPIC 206024342 b,1,3,Transit,2019,Published Candidate,4.50717,,1.44,,,0.82,,369.888
EPIC 206024342 c,1,3,Transit,2021,Published Candidate,0.9116567,,1.35,,,0.94,,369.888
EPIC 206024342 c,1,3,Transit,2021,Published Candidate,0.911618,,1.16,,,0.82,,369.888
EPIC 206024342 c,1,3,Transit,2021,Published Confirmed,0.911724,,1.4,,,1.1,,369.888
EPIC 206024342 d,1,3,Transit,2021,Published Candidate,14.641541,,2.94,,,0.94,,369.888
EPIC 206024342 d,1,3,Transit,2021,Published Candidate,14.637,,4,,,1.5,,369.888
EPIC 206024342 d,1,3,Transit,2021,Published Candidate,14.6435,,2.52,,,0.82,,369.888
EPIC 206024342 d,1,3,Transit,2021,Published Confirmed,14.647531,,2.6,,,1.1,,369.888
EPIC 206032309 b,1,1,Transit,2019,Published Confirmed,2.87814,,1.01,,,,0.22,161.365
EPIC 206042996 b,1,2,Transit,2019,Published Confirmed,5.2986,,1.7,,,0.5,,451.769
EPIC 206042996 b,1,2,Transit,2019,Published Confirmed,5.29711,,1.62,,,,0.56,451.769
EPIC 206042996 b,1,2,Transit,2019,Published Candidate,5.29853,,3.32,,,0.67,,451.769
EPIC 206042996 c,1,2,Transit,2021,Published Candidate,0.35490972,,1.45,,,0.57,,451.769
EPIC 206042996 c,1,2,Transit,2021,Published Confirmed,0.354884,,1.2,,,0.5,,451.769
EPIC 206215704 b,1,1,Transit,2019,Published Candidate,2.25558,,2,,,0.37,,109.888
EPIC 206215704 b,1,1,Transit,2019,Published Confirmed,2.255436,,1,,,0.25,,109.888
EPIC 206215704 b,1,1,Transit,2019,Published Confirmed,2.25372,,0.9,,,,0.41,109.888
EPIC 206317286 b,1,2,Transit,2019,Published Candidate,1.58316,,1.22,,,0.67,,314.35
EPIC 206317286 b,1,2,Transit,2019,Published Confirmed,1.58252,,0.96,,,,0.71,314.35
EPIC 206317286 c,1,2,Transit,2022,Published Candidate,17.5125,,2.15,,,0.67,,314.35
EPIC 206317286 c,1,2,Transit,2022,Published Candidate,17.501662,,2.63,,,0.73,,314.35
EPIC 206317286 c,1,2,Transit,2022,Published Confirmed,17.515472,,2.094,,,0.76,0.83,314.35
EPIC 211822797 b,1,1,Transit,2016,Published Candidate,21.1595,,,,,0.6,0.59,186.197
EPIC 211822797 b,1,1,Transit,2016,Published Confirmed,21.169619,,2.2,,0.18,0.59,0.61,186.197
EPIC 211822797 b,1,1,Transit,2016,Published Confirmed,21.169861,0.131,1.98,,0.06,0.57,0.66,186.197
EPIC 211822797 b,1,1,Transit,2016,Published Candidate,21.17623917,,,,,0.6,0.59,186.197
EPIC 211822797 b,1,1,Transit,2016,Published Candidate,21.1686,,2.18,,,0.64,,186.197
EPIC 211822797 b,1,1,Transit,2016,Published Confirmed,21.1701963,0.1195,1.92,,,0.58,0.62,186.197
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.50735025,,,,,1.36,1.16,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.491795,,5.847,,,1.41,,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Confirmed,19.49213,0.148,6.12,27,0,1.38,1.18,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Confirmed,19.49221,0.1493,5.76,,,1.39,1.17,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.491,,,,,1.36,1.16,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.49183,,5.96,,,1.4,,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.492132,,6,,,1.48,,181.69
EPIC 211945201 b,1,1,Transit,2018,TESS Project Candidate,19.4921473,,5.507,,,1.36,,181.69
EPIC 211945201 b,1,1,Transit,2018,Published Candidate,19.491965,,6.8,,,1.49,,181.69
EPIC 212297394 b,1,2,Transit,2019,Published Candidate,2.28896,,1.83,,,0.75,,418.395
EPIC 212297394 b,1,2,Transit,2019,Published Confirmed,2.289363,,1.48,,,0.8,0.83,418.395
EPIC 212297394 b,1,2,Transit,2019,Published Confirmed,2.28943,,1.323,,,,0.83,418.395
EPIC 212297394 c,1,2,Transit,2016,Published Candidate,5.21378,,2.29,,,0.75,,418.395
EPIC 212297394 c,1,2,Transit,2016,Published Candidate,5.213,,,,,0.78,0.83,418.395
EPIC 212297394 c,1,2,Transit,2016,Published Confirmed,5.213965,,2.27,,,0.8,0.83,418.395
EPIC 212424622 b,1,1,Transit,2019,Published Candidate,18.0971,,2.21,,,1.22,,611.804
EPIC 212424622 b,1,1,Transit,2019,Published Confirmed,18.0983,,2.17,,,,1.11,611.804
EPIC 212499991 b,1,1,Transit,2019,Published Confirmed,34.885,,1.6,,,,0.91,283.29
EPIC 212587672 b,1,2,Transit,2019,Published Candidate,15.2841,,1.39,,,0.98,,320.07
EPIC 212587672 b,1,2,Transit,2019,Published Confirmed,15.2841,,1.12,,,,0.95,320.07
EPIC 212587672 b,1,2,Transit,2019,Published Confirmed,15.28078,,1.26,,,0.98,0.99,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Candidate,23.226,,,,,0.95,1.13,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Candidate,23.24110566,,,,,0.95,1.13,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Candidate,23.226001,,2.245,,,0.95,,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Candidate,23.2259,,2.31,,,0.98,,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Candidate,23.226,,2.3,,,0.95,,320.07
EPIC 212587672 c,1,2,Transit,2016,Published Confirmed,23.228555,,2.32,,,0.98,0.99,320.07
EPIC 212624936 b,1,2,Transit,2021,Published Confirmed,0.578657,,1.2,,,0.93,,561.929
EPIC 212624936 c,1,2,Transit,2021,Published Confirmed,11.811437,,2.3,,,0.93,,561.929
EPIC 212624936 c,1,2,Transit,2021,Published Candidate,11.81387,,2.67,,,0.95,,561.929
EPIC 212737443 b,1,2,Transit,2019,Published Candidate,13.603,,,,,0.67,0.72,336.25
EPIC 212737443 b,1,2,Transit,2019,Published Candidate,13.60697954,,,,,0.67,0.72,336.25
EPIC 212737443 b,1,2,Transit,2019,Published Confirmed,13.603,0.098,2.586,,0.2,0.67,0.69,336.25
EPIC 212737443 c,1,2,Transit,2019,Published Confirmed,65.55,0.28,2.69,,0.2,0.67,0.69,336.25
EPIC 220492298 b,1,1,Transit,2021,Published Confirmed,0.762406,,0.99,,,0.89,,624.512
EPIC 220554210 c,1,2,Transit,2019,Published Confirmed,0.70531,,1.48,,,,0.94,496.289
EPIC 220554210 c,1,2,Transit,2019,Published Confirmed,0.70531,,1.6,,,1,,496.289
EPIC 220554210 c,1,2,Transit,2019,Published Candidate,0.705386,,1.73,,,1.01,,496.289
EPIC 220674823 b,1,2,Transit,2016,Published Candidate,0.571285,,1.816,,,1.02,,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571292,0.0116,1.52,8.36,0,0.87,0.94,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571212,,1.6,,,0.95,,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571331,0.0134,1.82,,,0.98,0.97,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Candidate,0.571336,,1.8,,,0.97,,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571308,,1.46,,0,0.83,0.93,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571336,0.01312,1.82,9,,0.95,0.92,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571,,1.712,7.72,,0.98,0.9,244.59
EPIC 220674823 b,1,2,Transit,2016,Published Confirmed,0.571299,,1.669,,,0.91,0.97,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.339079,0.1091,2.73,,,0.98,0.97,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.341245,,2.53,,0,0.83,0.93,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.339746,,2.705,,,0.91,0.97,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.3387,0.1071,2.77,5.7,,0.95,0.92,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.334615,,2.2,,,0.95,,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Candidate,13.338687,,2.8,,,0.97,,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Candidate,13.33877,,3.79,,,1.02,,244.59
EPIC 220674823 c,1,2,Transit,2016,Published Confirmed,13.3397,0.105,2.5,5.8,0.18,0.87,0.94,244.59
EPIC 228836835 b,1,1,Transit,2021,Published Confirmed,0.728113,,1.1,,,0.32,,150.124
EPIC 228836835 b,1,1,Transit,2021,Published Candidate,0.72813,,1.27,,,0.42,0.42,150.124
EPIC 246851721 b,2,1,Transit,2018,Published Confirmed,6.180235,0.07229,11.781,953.49,,1.59,1.32,372.632
EPIC 246851721 b,2,1,Transit,2018,TESS Project Candidate,6.1802675,,13.274,,,1.74,,372.632
EPIC 248847494 b,1,1,Transit,2018,Published Confirmed,3650,4.5,12.442,4131.79,0,2.7,0.9,551.886
EPIC 249893012 b,1,3,Transit,2020,Published Confirmed,3.5951,0.047,1.95,8.75,0.06,1.71,1.05,321.296
EPIC 249893012 c,1,3,Transit,2020,Published Confirmed,15.624,0.13,3.67,14.67,0.07,1.71,1.05,321.296
EPIC 249893012 d,1,3,Transit,2020,Published Confirmed,35.747,0.22,3.94,10.18,0.15,1.71,1.05,321.296
FU Tau b,1,1,Imaging,2008,Published Confirmed,,800,,5085.28,,,0.05,
G 264-012 b,1,2,Radial Velocity,2021,Published Confirmed,2.30538,0.02279,,,,0.3,0.3,16.009
G 264-012 c,1,2,Radial Velocity,2021,Published Confirmed,8.0518,0.0525,,,,0.3,0.3,16.009
G 9-40 b,1,1,Transit,2019,Published Confirmed,5.746007,0.0385,2.025,,0,0.31,0.29,27.9276
G 9-40 b,1,1,Transit,2019,TESS Project Candidate,5.7459945,,2.061,,,0.32,,27.9276
G 9-40 b,1,1,Transit,2019,Published Candidate,5.745912,,,,,0.31,,27.9276
GJ 1061 b,1,3,Radial Velocity,2020,Published Confirmed,3.204,0.021,,,0.31,0.16,0.12,3.67278
GJ 1061 c,1,3,Radial Velocity,2020,Published Confirmed,6.689,0.035,,,0.29,0.16,0.12,3.67278
GJ 1061 d,1,3,Radial Velocity,2020,Published Confirmed,13.031,0.054,,,0.53,0.16,0.12,3.67278
GJ 1132 b,1,2,Transit,2015,Published Confirmed,1.62893,,1.16,1.62,0,0.21,0.18,12.613
GJ 1132 b,1,2,Transit,2015,Published Confirmed,1.6289287,0.01533,1.43,1.63,,0.26,0.18,12.613
GJ 1132 b,1,2,Transit,2015,TESS Project Candidate,1.6289322,,1.215,,,0.23,,12.613
GJ 1132 b,1,2,Transit,2015,Published Confirmed,1.628931,0.0153,1.13,1.66,0.22,0.21,0.18,12.613
GJ 1132 b,1,2,Transit,2015,Published Confirmed,,,,1.58,,,,12.613
GJ 1132 c,1,2,Radial Velocity,2018,Published Confirmed,8.929,0.0476,,,0.27,0.21,0.18,12.613
GJ 1148 b,1,2,Radial Velocity,2010,Published Confirmed,41.38,0.166,,,0.38,0.36,0.34,11.0143
GJ 1148 b,1,2,Radial Velocity,2010,Published Confirmed,41.375,0.1686,,,0.366,0.37,0.37,11.0143
GJ 1148 b,1,2,Radial Velocity,2010,Published Confirmed,41.397,0.163506,,,0.314,0.36,0.34,11.0143
GJ 1148 c,1,2,Radial Velocity,2017,Published Confirmed,535.9,0.9302,,,0.27,0.37,0.37,11.0143
GJ 1148 c,1,2,Radial Velocity,2017,Published Confirmed,532.58,0.912,,,0.342,0.36,0.34,11.0143
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040487,,2.74,6.37,,0.21,0.15,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040465,,,,0,0.21,0.18,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040433,0.0149,2.742,8.17,0.063,0.21,0.18,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.5803925,,2.678,6.55,0.14,0.21,0.16,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.5804043,,2.61,,,0.2,,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040482,,2.65,6.45,,0.18,0.16,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040456,0.01411,2.847,6.26125,,0.22,0.15,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040481,,,,,,,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040494,,,,0,0.21,0.18,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040482,,2.27,6.43,,0.21,0.16,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040454,,,,,0.21,0.16,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.5804049,,2.64,,,0.21,0.16,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040417,,,,,0.22,0.18,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040481,,,,,0.21,,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,,,,,,0.2,,14.6427
GJ 1214 b,1,1,Transit,2009,Published Confirmed,1.58040835,,,,,0.21,0.18,14.6427
GJ 1252 b,1,1,Transit,2020,Published Confirmed,0.5182349,0.00916,1.193,2.09,0,0.39,0.38,20.373
GJ 1252 b,1,1,Transit,2020,Published Confirmed,0.5182418,,,,,0.39,0.38,20.373
GJ 1252 b,1,1,Transit,2020,TESS Project Candidate,0.51823846,,1.14,,,0.39,,20.373
GJ 1265 b,1,1,Radial Velocity,2018,Published Confirmed,3.6511,0.026,,,0.04,0.19,0.18,10.2525
GJ 143 b,1,2,Transit,2019,Published Confirmed,35.589,0.1932,,30.63,0.325,0.73,0.76,16.32
GJ 143 b,1,2,Transit,2019,Published Confirmed,35.61253,0.1915,2.61,22.7,0.188,0.69,0.73,16.32
GJ 143 b,1,2,Transit,2019,TESS Project Candidate,35.61344463,,2.629,,,0.71,,16.32
GJ 15 A b,2,2,Radial Velocity,2014,Published Confirmed,11.4407,0.072,,,0.094,0.38,0.38,3.56228
GJ 15 A b,2,2,Radial Velocity,2014,Published Confirmed,11.4433,0.0717,,,0,0.39,0.38,3.56228
GJ 15 A b,2,2,Radial Velocity,2014,Published Confirmed,11.4432,0.0732,,,0.075,0.38,0.4,3.56228
